L
Kakashi Hatake
Lee Hoon
Clow Reed
Sayori Wakaba
Makoto Oogami
Mexiah Flan
Yuuko Hattori
Niya
Shyarly
Kanata Age
Masamune Izumi
Anastasia Hoshin
Kouichi Kizakura
Gunther
Jahy
Yuu Kirino
Hannyabal
Totomaru
Rio Kamichika
Haruka Kuran
Sabrina
Safu
C
Rumi Tsurumi
Haru Nonaka
Titania
Nanako Yukishiro
Belfast
Keroli Crocell
Balmung
Suzu
Kaede Nagase
Chiaia Flan
Akutabe
Silva
Kimi Aoi
Rokurou Unno
Yuriko Hori
Akira Tomita
Pitohui
Nariyuki Yuiga
Papa Shirogane
Suiryuu
Brünnhilde
Farfa
Misao Minakami
Hiromi Yuasa
Kohaku
Hatsuho Kazami
Blackwargreymon
Nessa
Samuel
Nico
Sachiko Uemura
Genpachi Inukai
Min-Soo
Yusuke Takinoue
Nene Saikyou
Takeru Gouda
Mila Babicheva
Kuu
Amatsuyu Kisaragi
Archer
Noritoshi Kamo
Wang Ling
Hyejung Kim
Tobikichi Usahara
Sanae Shikikagami
Lambdadelta
Isley
Mimiko Katsuragi
Kanami Mihara
Momoka Kibitsu
Yasuna Oribe
Saki Sakimori
Maiko Fujishima
Emeralda Etuva
Cheetu
Honey
Sangaku Manami
Xianming Lin
Monspeet
Kanata Sorami
Marron
Ciel
Van
Kambei Shimada
Denzel
Lewis
Head Maid
Pururut
Ken Miyamae
Arte
Yamato
Sketchy
John
Tina Foster
Azaka Kokutou
Sumeragi Lee Noriega
Yukinari Sasaki
Dawn'S Piplup
Banba
Ayumi Tsuwabuki
Mary Hughes
Adolf Reinhardt
Nanako Akiyama
Akira Iwakiyamayukisatoshironanogojuurokushi
Kim Gong-Ja
Kamon Nandaba
Aiber
Suman Dark
Junko Asagiri
Chocolove Mcdaniel
Pantsu Robo
Razor
Ui Wakana
Ylva
Ako Hatoda
Madame President
Miyako
Lussuria
Kyouka Kanejou
Yuu Nikaido
Sawa
Koumei Ren
Baby 5
Pudding Charlotte
Nene Onemine
Lavie Head
Kei Kusanagi
Suicidal Black Rabbit
Bonbori
Genma Saotome
Akira Tsubaki
Kei Nozaki
Alka
Hamura
Kije
Sara Tachibana
Nagato
Chiaki Uchimura
Yuna
Asahi Koube
Juna Doma
Litt
Sakura
Misa Iriologue
Saki Miyanaga
Kazue Takanashi
Gunji
Gisen Yagyuu
Takeru Fujiwara
Emil Nekola
Charlotte Abelfreyja Drossel
Youm
Listy
Riza Wildman
Sheena Fujibayashi
Yuka Mochida
Kota Kunieda
Tomoka Minato
R
Chihiro Uomi
Luviagelita Edelfelt
Dog Hummer
Kazane Aoba
One
Aisha Utgard
Kuroto Nakano
Rogue
Kurena Kukumila
Claus Valca
Reim Lunettes
Ren Elsie Jewelria
Nab Lasaro
Kuu Fei
Souta Tamadate
Hanzou Hattori
Nagate Tanikaze
Kyoko Kurahashi
Hizashi Hyuga
Metal Lee
Aisha Belka
Kairi Shishigou
Arc
Alice Corner
Souta Kazuma
Akira Touya
Juri Arisugawa
Mizuki Hayama
Minna-Dietlinde Wilcke
Dia
Emporio Alnino
Tomoda
Akagi
Delilah
Akira Inukai
Paul Greyrat
Myulan
Bocchi Hitori
Merlin Wolford
Edna
Carles Castielo
Saki Saki
Matsumoto
Gin
Yuuto Ayase
Kazuomi Hirasawa
Rinko Kuzaki
Moondoggie
Bob Makihara
Kanetsugu Naoe
Shuichi Nitori
Mina
Kentarou Tsubaki
Tomoe Takasago
Jean Otus
Kyungjoo Cha
Dororo
Giru
Toru Shirai
Tokine Yukimura
Kyoko Hayashi
Ken'S Wormmon
Tetsuya Sendou
Denroku Tasukawa
Jin Kanzaki
Koji Yoshida
Otohime
Shouryuu
Atsushi Maeda
Maki
Aki Kaidou
Lailah
Orga Itsuka
Elise
Nana
Gotou
Masato Sanada
Yui
Arwin Hebram
Shirakawa
Selvaria Bles
Futaba Kutsuki
Kukuri Yukisome
Sayaka Watanabe
Kaguya Ootsutsuki
Etoile
Keel
Charon
Gloxinia
Gray
Yonghee Jo
Julia Niguredou
Mahoro Saeki
Murrue Ramius
Eva Heinemann
Kano Kirishima
Ohmu
Nana Sawada
Dark Schneider
Tamaki Gokou
Tomohisa Kaname
Sui Shijima
Haro
Rikio Kamamoto
Konoha Suetsugi
Granny Hakuryuu
Yuria Harudera
Shi Fen
Tang Rou
Natsusa Yuzuki
Momo Nishimiya
Onigiri
Mashiro Mito
Subaru
Setsuna
Haseo
Elise Toudou
Yura
Jason
Mark Cole
Leila Malcal
Compa
Potclean
Emi Handa
Yuudachi
Shiho Shishido
Genocider Syo
Aina Yoshiwara
Flare
Mikoto Yutaka
Roxas
Helena
Shuhei Usui
Matake Ogata
Haruaki Yachi
Sana Inui
Ryuunosuke Uryuu
Cynthia
Ryuurou Hirotsu
Sui
Helper T Cell
Catherine
Gengai Hiraga
Lafiel Abriel
Oboro Iga
Nana Nishigaki
Nadeshiko Kashima
Sanae Higashihongan
Maria
Noro
Mujin Park
Lillian Weinberg
Reiju Vinsmoke
Kumashi
Kosuna
Ayeka Jurai
Satella Harvenheit
Tsukiyo Kujyou
Mihari Otosuna
Candy
Enrico Pucci
Ureu Mono
Thor Megingjard
Cyan Hijirikawa
Choromatsu Matsuno
Fanzell Kruger
Carnelia Easter
Sharsha
Rio Kazumiya
Fatina
Marlene Wallace
Lucky Roo
Hina Kamishiro
Junichirou Hoshimura
Younger Sister Maid
Erika Yano
Todomatsu Matsuno
Kai Shimada
Akemi Souryuuin
Tsukuyo Inaba
Nina Drango
Narrator
Steak
Franz Von Stresemann
Shun Kazami
Yunyun
Rushyuna Tendo
Gomorrah
Karasu Tengu
Rebecca Anderson
Lunatic
Rihan Nura
Julie Dmitrievich
Usamaro
Crusch Lulu
Tsuyoshi Naoe
Nene Sakura
Alice
Douma
Kouichi Mizuki
Huiwon Jung
Uraha
Ryuuren Ran
Tadayoshi Tooyama
Tatsumi Saiga
Ozu
Shannon Casull
Houzuki
Azusa Miura
Jolly
Ren Tachibana
Ayame Reikadou
Vorona
Edna
Assassin Of Red
Keiichi Katakura
Mamako Ousuki
Asher
Sana Sunomiya
Foxy
Dabura
Shizuka Sado
Elena
Dhalis Zachary
Nazuna
Adeltrud Olter
Lisa
Rabbit
Turi
Jiang Fengmian
Natsumi Kurobe
Bear
Mana Tendou
Delico
Ran Tachibana
Shizuka Sakaki
Gamamaru
Constance
Fran
Estelle Castielo
Nana
Angel Devil
Jugo Kannagi
Satsuki Kitaoji
Kagome Ririko
Sena Kuroi
Yayoi Takatsuki
Riruka Dokugamine
Utsutsu
Yuragi Hakoniwa
Shigeru Miura
Satsuki Ranjou
Ikaruga Suginami
Izetta
Kite
Chun-Li
Therru
Kyouko Kirisaki
Mei Ren
Kojuurou Katakura
Buddha
Riku
Naoya Touhara
Chizuru Tachibana
Zepile
Yasaburo Shimogamo
Mayura Otomi
Jirou
Yuuri Oriki
Kokonotsu Shikada
Akane Kowata
Rean Cropp
Jihye Cha
Wen Qing
Cygnus Hyoga
Sora
Maron Kusakabe
Sadi
Hitomi Kanzaki
Mila-Rose
Merry
Emily Adachi
Vista
Mami Futami
Hisashi Suo
Melty
Chie Hori
Conny
Yui Hachimitsu
Tanda
Pilaf
Yasuchika Haninozuka
Franz Kefka
Sakuya Izayoi
Kyou Sawagi
Miiko Inui
Maya Ibuki
Age
Ryoushi
Replica
Galius N. Cordval
Seraphina
Ruka Rengoku
Oden Kozuki
Sputter
Suyeong Han
Maximilian Croix
Jun Sakurada
Harvar D. Eclair
Keiichiro Akasaka
Rouge The Bat
Bunshichi Tawara
Psiren
Jeanne D'Arc
Katja
Akito Himenokouji
Lamdimia Do Aximemor
Rayez Areash
Sofya Obertas
Death Arms
Lisesharte Atismata
Mizuki Usami
Yoriko Fukase
Claes
Virgilia
Lyra
Electrocuted Wildcat
Hanon Hosho
Touma Minami
Alto Saotome
Kouzou Ukita
Mawari Zenigata
Kaede Igarashi
Tsuzuri Tessou
Tohru Adachi
Masaki Ichijo
Mirei Kudou
Hazuki Katou
Osomatsu Matsuno
Mio Kusakai
Kanbe
Shen Qing Qiu
Elulu
Jeremy Agriche
Hikaru Shidou
Maki Tokitou
Yusuke Saito
Crow Hogan
Kazutoshi Gotou
Itsuwa
Briareos Hecatonchires
Neon Nostrade
Ruri Hijiribe
Tomiko Asahina
Tomoya Matsunaga
Keine Kanzaki
Olivia Servant
Aristia La Monique
Valkyrie
Hacker
Miss Goldenweek
Chisato Takatsukasa
Haredas
Shirou Fubuki
Iori Sendou
In-Gyi Yoon
Yuko Tachikawa
Juzo Honenuki
Mako Akagi
Georgie Saikawa
Yui Kashii
Nevin
Mechamaru Ultimate
Gray Yeon
Jong-In Choi
Maromi
Kan'U Unchou
Hibiki Tokai
Osamu Yasuhara
Gyuuki
Narrator
Michiru Morishita
Keita
Akane Akaza
Smiling Titan
Kaname Moniwa
Ryuu Zaou
Hibiki
Katori Shinichi
Sena
Chinatsu Hiyama
Lyza
Magma
Mi
Calliope Rustichel
Michiru Inukai
Amane Ootori
Nagi
Anzu
Mahoro Andou
Kaoru Daichi
Shiro Nishi
Touko Murasame
Hanzou Yoshinari Hattori
Chieko
Marco Owen
Kanako Kasugasaki
Orsola Aquinas
Charles De D'Artagnan
Thinker
Regan
Kii
Yoshitake Shiraishi
Hit
Naoto Fuyumine
Ryutaro Mine
Yukari Takara
Yuuto Kidou
Misaki Oga
Yune
Nekomi Nabeshima
Dal-Dal Choi
Ragna The Bloodedge
Yugao Uzuki
Yun-Ho
Jinpachi Toudou
Yasutomo Arakita
Shimakaze
Maya Shimon
Sapphire Kawashima
Sakuya Tachibana
Muramasa Senju
Mage Nanashiro
Takezou Kurata
Momo Kashiwabara
Lykos
Shuichi Saihara
Eva
Minato Hinageshi
Takumi Kijima
Hazuki Tsuchiya
Nagisa Minase
Nanako Hasegawa
Asami Yuuki
Lisa Fukuyama
Frederica Sawyer
Yui Takamura
Kiichi
Shigaraki
Megumi Jinno
Theo Cornaro
Popuko
Hound Dog
Kojiro Sasaki
Marechiyo Omaeda
Mitsuhiko Tsuburaya
Sachiko Yagami
Alleyne
Hisa Takei
Akeginu
Alicia Florence
Sasame
Master Chief
Haruna Yuuki
Deunan Knute
Ami Futami
Tsubasa Kazanari
Makoto Hanamiya
Mitsusou Soroi
Michelle K. Davis
Nagisa Sena
Kurona Yasuhisa
Yuma Mukami
Carol
Angie
Jaw Titan
Mitsuyoshi Tada
Yoko Morinomiya
Koharu Hondomachi
Yerenika Sofya Livovny
Aliceliese Lou Nebulis Ix
Patty
Mimi Usa
Eclair
Verde
Eita Tanaka
Azusa Fujisaki
Kyouya Shinomiya
Isshin Matoi
Kagetora Aida
Honey
Chuutarou Kumoh
Shou Naruse
Kanan Matsuura
Anpu
Flare Earlgrande Gioral
Maru Mori
Gideon Lugnason
Kalifa
Kirika Tachibana
Mozu
Zed
Dieter Ness
Suzune Ichihara
Lord El-Melloi Ii
Yamato
Kiriha Obina
Philuffy Aingram
Takumi
Tahomaru
Viktor Von Glanzreich
Tsubame Mizusaki
Sora Hashiba
Tamama
Kururu
Miyako Miyazaki
Shin Sawada
Shouei
Yuukimaru
Ishizu Ishtar
Joutarou Kawasumi
Chinatsu Kuramoto
Jail Murdoch
Vinter Berdandi
Natsume
Rufus Barma
Fuji Kujaku
Mitsuko Torii
Kyo Usui
Takuya Kanbara
Kyouko Tokiwa
Konayuki Itezora
Nobunaga Oda
Kaito Daimon
Miki Hyoudou
Zenzou Kotoura
Miyuki Sagara
Tome Kurata
Zhong Qiu Jie
Ein Castielo
707
Jisuk Yoo
Rina Toin
Hyougo Otoo
Iris
Riken Yoshinokazura
Awaki Musujime
Azuki Shinatsu
Dick Gumshoe
Tapioca
Kana Miyama
Kaspar Hekmatyar
Shinobu Nunotaba
Daiki Mamura
Shizuku Minami
Shizuku Hazuki
Ryouta Mitarai
Chika Takami
Kuro
Van Reichnott
Yeong Gi
Happy
Chaka
Boris
Andromeda Shun
Kaito Domoto
Lloyd Irving
Seto
Masako Hara
Kou
J. D. Morrison
Lulu
Pest
Camus
Heads Hydra
Akane Koumoto
Ninya The Spellcaster
Hinata
Ogun Montgomery
Aang
Ninnie Spangle
Cat Viper
Alisa Haiba
Teddy Demon
Nanael
Andy Von De Oniyate
Rayne
Ana Ketsuno
Kouichi Kimura
Ryo Saeba
Itoko Osakabe
Master
Pod
Youko Inokuma
Virus
Luca Esposito
Nat
Genjirou Tanigaki
Yvette
Masaki Takigawa
Shoko Hida
Kirika Yumura
Dominic Lecoulte
Lily
Satsuki Hanabusa
Kuchinashi
Sei Sakuraoka
Happosai
Hyuuga
Satsuki Miyanoshita
Jiji
Fuyumi Otori
Kuniharu Ogino
Waka
Misaka 10032'S Cat
Ena Saitou
Melida Angel
Issei Miyata
Laffey
Yako Katsuragi
Keiki
Reiko Terayama
Upa
Tomoe Yukishiro
Sayo Aisaka
Roger Smith
Musashi
Minerva
Moses Braun
Seiya Sena
Meme
Chisato Miyazaki
Quitterie Raffaeli
Hitoshi Sugoroku
Nako Sunao
Wu Liuqi
Eliaria Jamil
Carla
Cheong-Woo Jin
Rem Saverem
Shu
Darcia
Tarou Komori
Youko
Hinowa
Tsukasa Domyoji
Gidget
Jirou
Hitomi Shizuki
Tomo Asama
Akihiko Tojo
Eeta
Aika Kiryuu
Izuko Gaen
Sayaka Mibu
Saint Jeanne D'Arc
Ginger
Lux Arcadia
Masaki Kobayashi
Yuya Mirokuji
Chosuke Nakamoto
U-1196
Don Patch
Hotarubi
Motoki Furuhata
Kakeru Daichi
Nadie
Yuna Miyama
Haruna Niekawa
Kangaryuu
Ao Nanami
Daichi Shijima
Kibito Kai
Kousuke Wakamatsu
Darzana Magbaredge
Tae Futaba
Sayaka Saeki
Kotarou Azumi
Hikage
Zenji Banba
Tasuku Kuresawa
Kaoru Hanabishi
Takahiro Takahashi
Enryuu
Hajime Shibata
Saori Shikikagami
Graham Aker
Ingrid Bernstein
Yuzuki Eba
Sojiro Agata
Kagari Izuriha
Aya Ayano
Ayuko Oka
Kikue Sakuragawa
Moon-Young Lee
Aoi Yusa
Monochrome
Haruka Koumi
Yuu Setoguchi
Yabashira
Velverosa
Itsuki Ameno
Wooin
Octavia
Kasuga
Raquel Casull
Mrs. Suminoe
King Of The Night
Ayako Mitsuzuri
Apollo
Tamao Kurei
Jack O'Lantern
Sawa Nakamura
Shingo Kinjou
Kaede Ikeno
Suzu Shutou
Mato
Mimori Togo
Seigen Amawaka
Zena Marienteil
Pipimi
Nasuno
Tadano
Olivia
Takumi Mayama
Charlotte Baskerville
Ayaka Yukihiro
Erii Haruue
Sodom
Winner Sinclair
Entei
Farnese De Vandimion
Haruto Tokishima
Rom
Hayato Ikejiri
Titta
Yuuna Yuuki
Xin Li
Shizuka Joestar
Irene Urzaiz
Musashi
Shuichi Kagaya
Shizune Fujinoki
Caster
Nazuna Hiwatashi
Lloyd Belladonna
Rin Itoshiki
Ion Fortuna
Tama
Hershel Layton
Ruri Yukimura
Tomoko Sado
Doll
Ryo Marufuji
Kokoro Fushikawa
Kouichi Nimura
Elena
Taishi Ichimiya
Yasutaka Hanada
Shima Kaidou
Nagamasa Midori
Aine Chidorigafuchi
Ricardo Welkin
Little Apple
Roa
Shuichirou Oishi
Makie Sasaki
Caramel
Mansaku Matsuura
Yasuhiro Chiga
Bright Noa
Sumika Murasame
Perrine-H. Clostermann
Chariot
Female Magician
Alpaca
Sumiko
Akihiko Arai
Kouji Sugawara
Cardinal
Upa
Molly
Takashi Kawamura
Koukin Shuuyu
Asch
Hikari Horaki
Melwin
Kuriko Kazetsubaki
Remilia Scarlet
Shibi Aburame
Hedoro
Hakutaku
Fubuki
Rose
Liang
Matrona
Guster
Mosquito
Computer Research Society President
Siegfried Kircheis
Chiaki Nagoya
Wolverine
Ingrid Sorveig Sorgrims
Tomie Kawakami
Shantak
Hasuta
Scarlet
Tippy
Midori Imai
Akira Yanagida
Gilbert F. Altstein
Kurono Shinguuji
Akagi
Shizuki Koga
Sabnock Sabro
Reynolds Leywin
Tooru Kirishima
Pegasus Seiya
Astharoshe Asran
Mimina Osawa
Kogarashi
Shiina Amamiya
Keiji Maeda
Mami Misato
Sora Takeuchi
Issei Ryuudou
Tatsuyoshi Kasai
Eiichiro Maruo
Ikushima
Chisato Sumiyoshi
Surume
Mosquito Girl
Shinobu Oomiya
Shirayuki Mitsumine
Nureha
Kiriha Kurano
Angela Johnson
Sounosuke Izayoi
Kano Sazanami
Metori Saiko
Master
Combat Agent Six
Hitomi Tsukishiro
Ifrit
Han Choi
Anna Schneider
Angelica
Ebichu
Yaya Nanto
Lee Pyron
Bluebell
Raizen
Rin Kamishiro
Honoka Takamiya
Yoshino Takatsuki
Kasane Toudou
Arianna Hayama Arialdi
Io Nitta
Akira Renbokouji
Princess Serenity
Sawada
Kinoko Komori
Mina Hibino
Alice
Christie
Nao Tsukinose
Hajime Kokonoi
Yoon-Ho Baek
Shokichi Oka
Hinako Mochida
Shizuki Minakami
Nodoka Haramura
Juu Juuzawa
Hime Yarisakura
Racer
Naoki Fujieda
Airi Ban
Naoko Satomi
Yuzu
Maple
Charlotte
Kenichi Saruyama
Claudia Mccunnen
Ayse Khadim
Zarame
Alice Liddell
Takeshi Tatsumi
Youji Sagan
Tokageroh
Grencia Mars Elijah Guo Eckener
Mr. Senjogahara
Tsuyoshi Nakanojou
Goltas
Kei
Netherlands
Pinion
Saty
Airi Oltined
Mayura Momouchi
Mayotama
Serena Linnen
Nashiro Yasuhisa
Alfreed
Chiko
Noctis Lucis Caelum
Ayaka Uehara
Shi Miao
Ariane Glenys Maple
Akatsuki Iride
Aoi Ichijou
Kishibe
Latifa
Soichi Negishi
Sunao Fujimori
Ryoko Sakurai
Aiko Andou
Mihoshi Kuramitsu
Shuichi Kuze
Shiina
Senka Yorozu
Hibiki Tachibana
Shizuka Hoshijiro
Kazusa Touma
Myers
Bell'S Grandfather
Tomo Aizawa
Ruby Rose
Ohma Tokita
Fanatio
Doppo Kannonzaka
Bihyeong
Alvis Hamilton
Lala Gonzalez
Shuuji Hanamoto
Lola
Blue Knight
Umi Ryuuzaki
Mao Mizusawa
Momo
Tetsuo
Arnold
Fujita
Kurumi Isoshima
Hildegard Schlievogt
Touch Me
Frieda Reiss
Junichi Hashiba
Power Loader
Carsein De Rass
Reina
Naoto Koga
Zhuge Kongming
Hirokazu Ukita
Takeya Ikuhara
Bijou
Kazuharu Fukuyama
Touko Amano
Dr. Dreil
Akitsu
Kouhei Hasekura
Ai Nanao
Kuro
Yuu Chris Takigawa
Amagroff Luozontam Ouv Lee Nej
Sieg
Papika
Byakuya
Kiyoshi
Chartreux Westia
Melida Bowen
Prinz Eugen
Ayane Shirakawa
Fran
Jiyoung Yoo
Dion Agriche
Koume
Zazie Rainyday
Itsuki Midoriba
Kidomaru
Hazuki Sakurazaka
Boogie
Jenos Hazard
Clarissa Harfouch
Akane Hoshi
Sensei
Yuri Dreyar
Takeshi Motoba
Chito
Nagi Yoshino
Katsuya Serizawa
Sora
Ulgar Zweig
Ryuuji Maesaka
Ethilu Tuatha De
Shuu Inuzuka
Matako Kijima
Ryu
Kazuhiko Yukimi
Zhijun Wei
Kiyo Takamine
Hitei
Shiro Tougi
Ume Shiraume
Osamu Mikumo
Michael
Rino Tanaka
Leonard Burns
Mami Nanami
Psyche Callista
Mikoto Minagi
Arisa
Balinbow Bakusa
Miyu Kuonji
Kuuga
Takami Sahashi
Shizuka Kawai
Ayumu Hoshino
Gorou Hyoudou
Rio Satomi
Han-Dae
Renner Theiere Chardelon Ryle Vaiself
Axel Nishigori
Sagiri Ameno
Miyu Shinohara
Ake
Kaburagi
Haruhiko Usami
Anita
Richie
Dorm Supervisor
Pina Sformkran Estor
Marigold Boa
Nate Mitotsudaira
Hades
Koto
Ash'S Squirtle
Yozuru Kagenui
Yamato Houtsuin
Lei Qiang
Lillie
Hinako Nakayama
Tyra
Kouenji
Shoko Saeki
Ryouya Misato
Roland Fortis
Katsushiro Okamoto
Haru Nishimura
Koichi Tanemura
Effie
Rinna Fuwa
Assassin
Brunette
Shin
Tsume Inuzuka
Darjeeling
Nayuta Amakasu
Yui Ichii
Yumoto Hakone
Princess Kaguya
Olminu
Raiki Gouriki
Ning'Er Xiao
Shigure
Yuri Briar
Qiao Ling
Kyou Nekozaki
Aika S. Granzchesta
Yell
Erin
Natsuo Sagan
Matthieu
Izumi Orimoto
Mason
Yugito Nii
Kamehime
Bayonetta
Ouka Ootori
Chihiro Komiya
Murr
Mary Kikakujou
Pina
Subin Lee
Inhyuk Goo
Natoru
Akiyuki Takehara
Kajika Burnsworth
Coopa
Frank Archer
Turkey
Madarao
Nago
Chikara Doumeki
Aishela
Sakura Kagamihara
Eiko Tsukimi
Arisu Mizuki
Tatsuma Hiyuu
Karasuba
Mahiro Atori
Junichi Katsuragi
Asuka
Chika Amatori
Muu Alexius
Bardwin Cicil Ifrikia
Chakuro
Shin Ae Yoo
Mo Xuanyu
Malori Crowett
Hikari Hazakura
William G. Maryblood
Hiroshi Odokawa
Yua Kusunoki
George Miyagusuku
Julius Monrey
Fabiola Iglesias
Yohei
Ridgett
Meguri Shiromeguri
Febri
Naki
Zack Walker
Raido Matsuboshi
Saphentite Neikes
Kaho Mizuki
Nanase Kudo
Mana Tatsumiya
Chocolat
Saki Kijima
Mio
Masayuki Nakajima
Chise Umenomori
Risa Kamizaki
Taito Kurogane
Gunzou Chihaya
Yagura Karatachi
Shigeru Yahaba
Trois
Ponta
Peorth
Hijiri Kirishima
Binbokusai Yagyu
Yuno
Kaede Tenjouji
Ryokan Kurita
Nakamura
Naegleria Nebiros
Takahiro Kuroi
Asahi Kuromine
Loop Nishigori
Goro Akechi
Crimson Riot
Tsubasa Soga
Yagi Shizusumi
Richard Ranashinha Dvorpian
Mary
Hakkai Shiba
Utano Tadano
Muscular Mice
Edel
Wabisuke Jinnouchi
Billy
Bahamut Sin
Natsu Takasaki
Tomoko'S Mother
Satoru Furuya
Bort
Cinnamon
Sora
Pedro Domingo
Mio Sawada
Vanilla
Zelos Wilder
Oboro
Keiichirou Miyanoshita
Rock Bison
Daigo Minamikokubaru
Lance
Nikaido
Miori Shiba
Hime Arikawa
Alicia Cristela
Moroha
Kaoru Kurita
Gonzaburou Tashiro
Yozak Gurrier
Garcia Lovelace
Orphen
Ai Tanabe
Noir
Meg
Erika
Kai Ichinose
Celebi
Tsukasa Amakawa
N
Zadkiel
Shouhei Fukunaga
Kotarou Hayama
Atsushi Kinugawa
Kaga
Uwabami
Natsuki Hashiba
Miyako Shirakawa
Kanae Aira
Meguru Bachira
Andrew Waltfeld
Uzura
Yoh Komiyama
Night Tenjou
Ronove
Motochika Chosokabe
Soma Peries
Kouyuu Ri
Meruru Akaboshi
Oogumo
Saya
Trip
Theiamillis Gre Fortorthe
Mia Grand
Claire Harvey
Kiji Mitsuba
Lutz Nishigori
Nanami Tsubomi
Sol Marron
Ye Youming
Kotonoha Kanade
Ami Asai
Homura Kogetsu
Absalom
Sylvette Suede
Krad
Zoisite
Bertha
Nam
Ageha Kuki
Ageha
Mansuke Jinnouchi
Kraft
Izumiko Suzuhara
Ryuu
Neyn Hydra
Ram
Ulla Eulesse Hecmatika
Rebecca Randall
Goldof Auora
Hougetsu Shimamura
Tsubame Murota
Akiho Kousaka
Rebecca Scarlet
Nana Ookami
Lyrule
Shingo Takenouchi
Suho Lee
Elijah Knight
Nadeshiko Kinomoto
Neko-Sensei
Dan Kuso
Toya
Solva
Kanna Kamiyama
Maya Matsumoto
Bester
Gurio Umino
Kanami Ishizaki
Lucretia Zola
Kate Hoshimiya
Akira Midousuji
Amane
Sairaorg Bael
Funicia Raffaeli
Hyakunosuke Ogata
Haru Okumura
Akatsuki
Kotoha Hashibira
Masato Hanzawa
Kisaragi
Musashi
Ushio Kurosaki
Kibito
Dr. Eggman
Shingen Takeda
Yukari Takeba
Kumi Mashiba
Iori
Koshiro
Tsukushi Makino
Maki
Kanade Yuuki
Riki
Arata Kohata
Yanagin
Katsuragi
Mori
Ringo Kinoshita
Rinko Ogasawara
Aligura
Celestia Ralgris
Futaba Miyamizu
Sungjoon Bae
Hatori
Jirou Ogasawara
Matsuri Sakuragi
Martin Reest
Strangled Stray Dog
Oskar Von Reuental
Loki
Ko Kitamura
Cream The Rabbit
Eriko Futami
Yokozuna
Pacifica Casull
Luce
Sephiria Arks
Nagisa Saitou
Gen Shishio
Nao Saitou
Kerberos Wansard
Arashi Nagase
O-Chan
Rina Yaegashi
Celia Cumani Aintree
Juugo Yama
Miach
Archer Of Black
Ako'S Mother
Rutile
Takashi Hayashida
Leo De La Iglesia
Mikhail Jirov
Tsubame Koyasu
Takashi Yamazaki
Yukari Shinomiya
Shouryuu
Ayuko Hayamizu
Sparrowhawk
Lizzie Garland
Vita
Metabee
Nekomiya Saburou
Latias
Maho Misawa
Nanami Takatsuki
Ibara Naruse
Mariah
Katsumi Matsunaga
Polar Bear
Arisa Ayase
Iwai Mushanokouji
Meiko Otsuka
Ruuko Kominato
Ganesha
Habolg
Danny
Yuusuke Yotsuya
Wasuke Itadori
Ein
Frey
Yuzuki Fujimura
Lisette
Akane Suzumiya
Kanji Sasahara
Nemuru Kushinada
Tamao Tamamura
Nico
Kaede Kaburagi
Vert Farbreton
Jungo Torii
Jin Tadokoro
Kanzashi Sarashiki
Miou Ootori
Chamot Rosso
Simon Callum
Hana Inuzuka
Dogyeom Park
Luna Elegant
Shaun
Hideki Ide
Kazumi Asakura
Aoba Tsukishima
Franz D'Epinay
Lopmon
Yoshino Kousaka
Angelica
Nyanpire
Cryska Barchenowa
Karuha
Ultimate Imposter
Yuuta Iridatsu
Ithea Myse Valgulious
Rintaro Futsu
Shosuke Komi
Nancy Makuhari
Leite Jokin
Tart
Kazuki Fuchoin
Max
Kanata Wakamiya
Shunsuke Sakaki
Mini Mosca
Dhianeila Y Leisha Altoria Ol Yunos
Pierre
Tsukasa Nishino
Kanata Futaki
Shinichi Nagata
Kotarou Urashima
Ramiel
Hikage Miyauchi
Yuzu Iizuka
Kinuha
Edelrittuo
Frolaytia Capistrano
Momo Akanegakubo
Anzu Yokoyama
Daiki Tasaki
Hiro Kurusu
Riku Nanase
Sougo Ousaka
Maeda
Kanoka Amanai
Pauline
Arjen Ysilven Yuriana
Flower
Toshimi Konakawa
Apoo Scratchmen
Enzio
Hiyoko
Sakuno Uryuu
Aika Tsube
Takatora Fujimoto
Priscilla Barielle
Drive Knight
Ichi Mezato
Fango
Song-Yi Han
Ayanami
Meier Link
Burter
Michael Lee
Macha
Hattori
Ikuko Tsukino
Asuna Watase
Couvert Eschenbach Pastillage
Wien
Megumu Hanemura
Belgium
Hana Kirisaki
Otoya Takechi
Seiji Aino
Motoko Iura
Yuusuke Nisaka
Natsuki Enomoto
Finé
Ryang-Ha Song
Kawaki
Hyo-In Lee
John
Shoichi
Carrion
Nacht Faust
Suphia
Ura-Acca
Mihato Uesugi
Cafe
Lilicia Toudou
Vera
Tenken
Mikan Noyamano
Shinobu Sensui
Flandre Scarlet
Homare Nekozuki
Mariandale
Mine
Beros
Chihiro Mayuzumi
Lapis Lazuli
Sukari
Juuzou Sakakura
Honey
Chalk
Zuko
Hyouga
Mavis
Cayna
Luke Valentine
Miina Miyafuji
Abumi Zaku
Setsuko Koike
Uncle Kawahira
Deedlit
Mukuro
Kazuko Saotome
Meisai Tsuruga
Daniel J. D'Arby
Tenzo Clothunit
Mao
Makiko Hayase
Yuuma Tokoyogi
Ichika Mizuhara
Fana
Kunou
Kyungsoo Yoo
Jaejin Jang
Elise Katharina Von Hohenheim
Genta Kojima
Leerin Marfes
Yasuko Kusakabe
Makoto Kousaka
Hakko
Ryuuji Nomoto
Ace
